total_orders,buy_orders,sell_orders,holdings_count,avg_trade_size,concentration,trades_last_7_days,avg_recent_trade_size,risk_profile
8,3,5,6,1042.94625,0.2702702702702703,8,1042.94625,Conservative
4,1,3,5,327.53,0.3125,4,327.53,Conservative
6,4,2,5,193.595,0.391304347826087,6,193.595,Conservative
4,3,1,6,1266.1175,0.23684210526315788,4,1266.1175,Conservative
3,2,1,7,394.87666666666667,0.225,3,394.87666666666667,Conservative
3,2,1,6,257.12,0.2564102564102564,3,257.12,Conservative
5,2,3,6,319.106,0.19607843137254902,5,319.106,Conservative
8,6,2,6,604.62625,0.3225806451612903,8,604.62625,Conservative
7,3,4,7,1220.087142857143,0.23255813953488372,7,1220.087142857143,Conservative
5,3,2,5,450.338,0.2857142857142857,5,450.338,Conservative
6,5,1,7,436.44166666666666,0.2222222222222222,6,436.44166666666666,Conservative
7,4,3,6,522.5942857142857,0.2631578947368421,7,522.5942857142857,Conservative
3,2,1,5,119.18666666666667,0.24,3,119.18666666666667,Conservative
7,5,2,7,1528.5185714285715,0.20512820512820512,7,1528.5185714285715,Conservative
4,2,2,7,317.3725,0.2564102564102564,4,317.3725,Conservative
6,1,5,5,964.615,0.29411764705882354,6,964.615,Conservative
4,0,4,6,517.5225,0.20512820512820512,4,517.5225,Conservative
5,2,3,6,836.198,0.2571428571428571,5,836.198,Conservative
16,9,7,5,2001.880625,0.23214285714285715,16,2001.880625,Balanced
14,4,10,3,484.0757142857143,0.3488372093023256,14,484.0757142857143,Balanced
17,9,8,5,1315.2464705882353,0.29508196721311475,17,1315.2464705882353,Balanced
15,9,6,3,520.4026666666666,0.43478260869565216,15,520.4026666666666,Balanced
11,6,5,4,801.4481818181819,0.38636363636363635,11,801.4481818181819,Balanced
13,7,6,4,2343.74,0.32142857142857145,13,2343.74,Balanced
19,14,5,5,709.978947368421,0.3,19,709.978947368421,Balanced
11,6,5,4,1091.9372727272728,0.32727272727272727,11,1091.9372727272728,Balanced
18,5,13,5,705.06,0.288135593220339,18,705.06,Balanced
10,7,3,4,1516.737,0.28125,10,1516.737,Balanced
11,5,6,3,2536.3372727272726,0.4473684210526316,11,2536.3372727272726,Balanced
19,8,11,4,1509.1131578947368,0.3157894736842105,19,1509.1131578947368,Balanced
20,10,10,4,975.6145,0.375,20,975.6145,Balanced
18,12,6,3,1567.4883333333332,0.41025641025641024,18,1567.4883333333332,Balanced
11,8,3,5,964.0436363636363,0.34782608695652173,11,964.0436363636363,Balanced
16,8,8,3,682.231875,0.4358974358974359,16,682.231875,Balanced
15,9,6,3,1194.6693333333333,0.5,15,1194.6693333333333,Balanced
14,6,8,4,960.7014285714286,0.2826086956521739,14,960.7014285714286,Balanced
13,7,6,4,2896.94,0.30952380952380953,13,2896.94,Balanced
18,10,8,5,637.9777777777778,0.25,18,637.9777777777778,Balanced
22,11,11,5,1578.1127272727272,0.2571428571428571,22,1578.1127272727272,Balanced
18,12,6,5,1190.4616666666666,0.2857142857142857,18,1190.4616666666666,Balanced
14,8,6,4,875.5407142857143,0.3191489361702128,14,875.5407142857143,Balanced
12,4,8,3,1138.23,0.5172413793103449,12,1138.23,Balanced
18,7,11,3,1584.0872222222222,0.38095238095238093,18,1584.0872222222222,Balanced
18,12,6,5,1481.5183333333334,0.35555555555555557,18,1481.5183333333334,Balanced
19,10,9,5,1554.8468421052632,0.22580645161290322,19,1554.8468421052632,Balanced
20,9,11,4,1206.846,0.43243243243243246,20,1206.846,Balanced
19,9,10,5,1127.9657894736843,0.2631578947368421,19,1127.9657894736843,Balanced
14,9,5,5,1073.865,0.23076923076923078,14,1073.865,Balanced
16,7,9,5,1430.59875,0.23333333333333334,16,1430.59875,Balanced
15,5,10,4,811.6813333333333,0.3157894736842105,15,811.6813333333333,Balanced
22,12,10,3,1325.4981818181818,0.391304347826087,22,1325.4981818181818,Balanced
19,11,8,5,1389.598947368421,0.28846153846153844,19,1389.598947368421,Balanced
13,6,7,3,1467.2684615384615,0.4838709677419355,13,1467.2684615384615,Balanced
12,3,9,3,1051.3358333333333,0.425,12,1051.3358333333333,Balanced
17,11,6,4,1844.6376470588236,0.39473684210526316,17,1844.6376470588236,Balanced
17,8,9,3,716.2617647058823,0.5,17,716.2617647058823,Balanced
11,5,6,4,1312.3290909090908,0.3142857142857143,11,1312.3290909090908,Balanced
22,10,12,3,564.9477272727273,0.37142857142857144,22,564.9477272727273,Balanced
13,5,8,5,1707.996153846154,0.25806451612903225,13,1707.996153846154,Balanced
19,10,9,4,2621.016842105263,0.3333333333333333,19,2621.016842105263,Balanced
11,9,2,4,2127.6263636363637,0.3,11,2127.6263636363637,Balanced
18,11,7,5,1049.4744444444445,0.35294117647058826,18,1049.4744444444445,Balanced
11,5,6,4,865.550909090909,0.2909090909090909,11,865.550909090909,Balanced
12,7,5,5,900.5916666666667,0.26666666666666666,12,900.5916666666667,Balanced
20,9,11,4,913.1305,0.3050847457627119,20,913.1305,Balanced
13,6,7,4,846.0484615384615,0.3673469387755102,13,846.0484615384615,Balanced
18,8,10,5,2042.4172222222223,0.2608695652173913,18,2042.4172222222223,Balanced
10,6,4,4,1508.801,0.38636363636363635,10,1508.801,Balanced
12,8,4,5,1236.425,0.28125,12,1236.425,Balanced
17,9,8,5,1244.7205882352941,0.29411764705882354,17,1244.7205882352941,Balanced
22,11,11,5,2356.0718181818183,0.24,22,2356.0718181818183,Balanced
18,8,10,3,878.53,0.3695652173913043,18,878.53,Balanced
21,7,14,3,1171.2447619047618,0.425,21,1171.2447619047618,Balanced
16,9,7,5,991.005,0.27906976744186046,16,991.005,Balanced
10,9,1,5,1456.269,0.3404255319148936,10,1456.269,Balanced
12,6,6,3,1902.0441666666666,0.33962264150943394,12,1902.0441666666666,Balanced
14,8,6,4,1197.3114285714287,0.38095238095238093,14,1197.3114285714287,Balanced
18,11,7,5,1908.1988888888889,0.2647058823529412,18,1908.1988888888889,Balanced
19,8,11,4,1018.8531578947368,0.3018867924528302,19,1018.8531578947368,Balanced
12,7,5,5,1919.5491666666667,0.288135593220339,12,1919.5491666666667,Balanced
13,4,9,5,1033.2953846153846,0.3137254901960784,13,1033.2953846153846,Balanced
16,7,9,3,836.706875,0.6,16,836.706875,Balanced
12,5,7,4,1329.5475,0.32558139534883723,12,1329.5475,Balanced
16,7,9,5,2850.23,0.3050847457627119,16,2850.23,Balanced
21,9,12,5,1527.2133333333334,0.22666666666666666,21,1527.2133333333334,Balanced
15,9,6,5,2122.0706666666665,0.30303030303030304,15,2122.0706666666665,Balanced
10,3,7,4,2425.135,0.35294117647058826,10,2425.135,Balanced
19,7,12,3,686.3236842105263,0.43902439024390244,19,686.3236842105263,Balanced
15,10,5,4,809.892,0.3469387755102041,15,809.892,Balanced
14,10,4,4,864.0335714285715,0.34615384615384615,14,864.0335714285715,Balanced
16,8,8,4,568.995,0.30434782608695654,16,568.995,Balanced
10,7,3,5,3084.771,0.375,10,3084.771,Balanced
16,4,12,4,1408.015,0.33962264150943394,16,1408.015,Balanced
17,13,4,5,1127.8858823529413,0.35294117647058826,17,1127.8858823529413,Balanced
22,14,8,3,1090.966818181818,0.5925925925925926,22,1090.966818181818,Balanced
13,6,7,3,827.4946153846154,0.5,13,827.4946153846154,Balanced
22,8,14,4,1541.034090909091,0.3469387755102041,22,1541.034090909091,Balanced
14,6,8,4,885.3507142857143,0.4375,14,885.3507142857143,Balanced
11,6,5,4,2536.342727272727,0.3902439024390244,11,2536.342727272727,Balanced
10,3,7,3,1188.662,0.4,10,1188.662,Balanced
20,11,9,4,1634.5545,0.48484848484848486,20,1634.5545,Balanced
16,8,8,4,3148.244375,0.3,16,3148.244375,Balanced
12,8,4,3,911.8258333333333,0.52,12,911.8258333333333,Balanced
21,12,9,5,2018.4280952380952,0.27586206896551724,21,2018.4280952380952,Balanced
21,11,10,5,1689.3514285714286,0.2463768115942029,21,1689.3514285714286,Balanced
12,8,4,4,1809.2508333333333,0.391304347826087,12,1809.2508333333333,Balanced
17,9,8,4,978.7082352941177,0.34,17,978.7082352941177,Balanced
21,8,13,5,1862.6695238095238,0.2727272727272727,21,1862.6695238095238,Balanced
16,11,5,5,1264.511875,0.2857142857142857,16,1264.511875,Balanced
21,9,12,4,2268.8395238095236,0.36363636363636365,21,2268.8395238095236,Balanced
17,9,8,5,1612.144117647059,0.265625,17,1612.144117647059,Balanced
15,9,6,3,1121.376,0.47058823529411764,15,1121.376,Balanced
13,8,5,5,665.0476923076923,0.26229508196721313,13,665.0476923076923,Balanced
14,8,6,3,629.7614285714286,0.4666666666666667,14,629.7614285714286,Balanced
15,8,7,5,1047.0033333333333,0.32,15,1047.0033333333333,Balanced
11,7,4,3,1342.5990909090908,0.4375,11,1342.5990909090908,Balanced
16,5,11,4,683.528125,0.32558139534883723,16,683.528125,Balanced
19,10,9,4,2235.0384210526317,0.37209302325581395,19,2235.0384210526317,Balanced
18,6,12,3,754.7716666666666,0.41379310344827586,18,754.7716666666666,Balanced
17,7,10,4,1601.1170588235293,0.4186046511627907,17,1601.1170588235293,Balanced
13,8,5,5,1503.346923076923,0.2537313432835821,13,1503.346923076923,Balanced
18,8,10,5,300.365,0.2857142857142857,18,300.365,Balanced
16,5,11,3,655.985625,0.5483870967741935,16,655.985625,Balanced
15,8,7,3,1365.6313333333333,0.4444444444444444,15,1365.6313333333333,Balanced
22,9,13,3,2491.754090909091,0.42857142857142855,22,2491.754090909091,Balanced
16,9,7,5,1826.12375,0.2608695652173913,16,1826.12375,Balanced
20,11,9,5,1272.943,0.34615384615384615,20,1272.943,Balanced
16,11,5,3,719.159375,0.5151515151515151,16,719.159375,Balanced
11,6,5,5,1822.4327272727273,0.25757575757575757,11,1822.4327272727273,Balanced
14,6,8,5,1906.4957142857143,0.27419354838709675,14,1906.4957142857143,Balanced
12,7,5,4,2525.778333333333,0.3076923076923077,12,2525.778333333333,Balanced
20,15,5,5,1026.774,0.2857142857142857,20,1026.774,Balanced
16,10,6,4,1400.355625,0.391304347826087,16,1400.355625,Balanced
17,10,7,3,1589.7270588235294,0.4375,17,1589.7270588235294,Balanced
14,4,10,4,1296.587857142857,0.34615384615384615,14,1296.587857142857,Balanced
15,6,9,4,1192.0846666666666,0.3829787234042553,15,1192.0846666666666,Balanced
20,10,10,3,814.879,0.42857142857142855,20,814.879,Balanced
16,11,5,3,1400.520625,0.4074074074074074,16,1400.520625,Balanced
16,11,5,5,1023.503125,0.27450980392156865,16,1023.503125,Balanced
14,8,6,3,1212.5557142857142,0.46153846153846156,14,1212.5557142857142,Balanced
22,13,9,3,496.6736363636364,0.43902439024390244,22,496.6736363636364,Balanced
12,7,5,3,654.6091666666666,0.43243243243243246,12,654.6091666666666,Balanced
20,9,11,3,1109.325,0.46153846153846156,20,1109.325,Balanced
20,11,9,3,1487.317,0.4375,20,1487.317,Balanced
21,12,9,5,1746.9042857142856,0.32558139534883723,21,1746.9042857142856,Balanced
15,8,7,4,330.83866666666665,0.3333333333333333,15,330.83866666666665,Balanced
13,6,7,4,1257.9453846153847,0.3125,13,1257.9453846153847,Balanced
22,8,14,3,1653.7077272727272,0.3793103448275862,22,1653.7077272727272,Balanced
10,6,4,4,2073.74,0.34146341463414637,10,2073.74,Balanced
10,3,7,4,1125.263,0.36363636363636365,10,1125.263,Balanced
15,9,6,4,641.882,0.3684210526315789,15,641.882,Balanced
16,7,9,5,1362.3625,0.26865671641791045,16,1362.3625,Balanced
19,6,13,4,1447.58,0.35,19,1447.58,Balanced
13,7,6,4,481.88,0.3333333333333333,13,481.88,Balanced
14,8,6,4,1052.815,0.37209302325581395,14,1052.815,Balanced
12,6,6,5,965.1183333333333,0.29411764705882354,12,965.1183333333333,Balanced
22,6,16,3,1140.4127272727274,0.375,22,1140.4127272727274,Balanced
10,6,4,5,335.984,0.32608695652173914,10,335.984,Balanced
18,11,7,4,724.8144444444445,0.3695652173913043,18,724.8144444444445,Balanced
10,4,6,4,946.89,0.34,10,946.89,Balanced
16,11,5,5,1123.98125,0.3157894736842105,16,1123.98125,Balanced
13,8,5,4,975.2130769230769,0.27692307692307694,13,975.2130769230769,Balanced
13,8,5,3,1326.006153846154,0.5625,13,1326.006153846154,Balanced
17,3,14,3,622.2635294117647,0.375,17,622.2635294117647,Balanced
14,7,7,3,1128.432857142857,0.4166666666666667,14,1128.432857142857,Balanced
16,7,9,4,1045.491875,0.3333333333333333,16,1045.491875,Balanced
12,7,5,4,2542.8516666666665,0.36363636363636365,12,2542.8516666666665,Balanced
11,5,6,4,832.7790909090909,0.32142857142857145,11,832.7790909090909,Balanced
13,9,4,3,1454.7307692307693,0.42857142857142855,13,1454.7307692307693,Balanced
12,7,5,4,696.3391666666666,0.32608695652173914,12,696.3391666666666,Balanced
22,10,12,5,1954.7613636363637,0.26153846153846155,22,1954.7613636363637,Balanced
13,4,9,4,2030.5515384615385,0.4,13,2030.5515384615385,Balanced
17,5,12,4,1201.3429411764705,0.3148148148148148,17,1201.3429411764705,Balanced
15,8,7,4,1118.376,0.4864864864864865,15,1118.376,Balanced
10,3,7,5,1988.656,0.3333333333333333,10,1988.656,Balanced
13,5,8,3,1499.4638461538461,0.5,13,1499.4638461538461,Balanced
11,3,8,4,902.8509090909091,0.4090909090909091,11,902.8509090909091,Balanced
17,6,11,5,2000.209411764706,0.29310344827586204,17,2000.209411764706,Balanced
22,11,11,4,1467.8568181818182,0.34615384615384615,22,1467.8568181818182,Balanced
10,6,4,5,906.75,0.2826086956521739,10,906.75,Balanced
16,7,9,3,785.615,0.391304347826087,16,785.615,Balanced
14,5,9,5,1520.2528571428572,0.28846153846153844,14,1520.2528571428572,Balanced
16,8,8,4,650.775625,0.3191489361702128,16,650.775625,Balanced
18,9,9,5,1141.0416666666667,0.2727272727272727,18,1141.0416666666667,Balanced
17,6,11,3,901.1382352941176,0.4,17,901.1382352941176,Balanced
16,7,9,3,1748.6,0.3673469387755102,16,1748.6,Balanced
20,10,10,5,2019.595,0.23529411764705882,20,2019.595,Balanced
22,11,11,4,771.3718181818182,0.38095238095238093,22,771.3718181818182,Balanced
13,5,8,3,1022.6976923076924,0.5142857142857142,13,1022.6976923076924,Balanced
13,8,5,3,716.7607692307693,0.391304347826087,13,716.7607692307693,Balanced
16,7,9,4,1140.808125,0.35135135135135137,16,1140.808125,Balanced
13,8,5,3,1695.2607692307693,0.4230769230769231,13,1695.2607692307693,Balanced
15,7,8,5,1735.5546666666667,0.23809523809523808,15,1735.5546666666667,Balanced
14,8,6,3,1010.2764285714286,0.45454545454545453,14,1010.2764285714286,Balanced
14,8,6,5,1638.0207142857143,0.28846153846153844,14,1638.0207142857143,Balanced
17,8,9,3,678.5988235294118,0.45161290322580644,17,678.5988235294118,Balanced
14,6,8,3,521.8507142857143,0.4166666666666667,14,521.8507142857143,Balanced
16,10,6,3,1671.029375,0.4,16,1671.029375,Balanced
17,10,7,3,1260.5476470588235,0.4,17,1260.5476470588235,Balanced
16,9,7,3,1697.39625,0.42857142857142855,16,1697.39625,Balanced
10,6,4,3,1385.572,0.4444444444444444,10,1385.572,Balanced
19,12,7,4,1327.818947368421,0.34615384615384615,19,1327.818947368421,Balanced
15,9,6,4,1599.8146666666667,0.375,15,1599.8146666666667,Balanced
20,9,11,3,2147.1595,0.34615384615384615,20,2147.1595,Balanced
22,9,13,5,1693.4495454545454,0.27586206896551724,22,1693.4495454545454,Balanced
13,8,5,3,735.1276923076923,0.4482758620689655,13,735.1276923076923,Balanced
20,9,11,3,1646.8995,0.4482758620689655,20,1646.8995,Balanced
22,9,13,5,996.2618181818182,0.2982456140350877,22,996.2618181818182,Balanced
14,7,7,4,1564.847857142857,0.2962962962962963,14,1564.847857142857,Balanced
16,10,6,5,1807.621875,0.3333333333333333,16,1807.621875,Balanced
21,9,12,4,1304.5185714285715,0.3090909090909091,21,1304.5185714285715,Balanced
22,13,9,3,2134.809090909091,0.4642857142857143,22,2134.809090909091,Balanced
19,11,8,3,1085.1768421052632,0.3673469387755102,19,1085.1768421052632,Balanced
21,11,10,3,2684.5138095238094,0.5294117647058824,21,2684.5138095238094,Balanced
18,6,12,5,1460.8594444444445,0.26153846153846155,18,1460.8594444444445,Balanced
17,10,7,5,1065.469411764706,0.3090909090909091,17,1065.469411764706,Balanced
20,12,8,5,818.8405,0.275,20,818.8405,Balanced
10,6,4,4,1358.075,0.37209302325581395,10,1358.075,Balanced
51,29,22,2,5511.344705882353,0.5423728813559322,51,5511.344705882353,Aggressive
51,26,25,2,1877.1780392156863,0.5463917525773195,51,1877.1780392156863,Aggressive
45,23,22,1,511.5742222222222,1.0,45,511.5742222222222,Aggressive
63,35,28,1,848.8320634920635,1.0,63,848.8320634920635,Aggressive
49,26,23,2,3719.973673469388,0.5443037974683544,49,3719.973673469388,Aggressive
65,28,37,3,4067.812923076923,0.42528735632183906,65,4067.812923076923,Aggressive
65,28,37,3,4298.651692307692,0.3854166666666667,65,4298.651692307692,Aggressive
32,21,11,1,1816.6784375,1.0,32,1816.6784375,Aggressive
41,23,18,3,2717.701463414634,0.44,41,2717.701463414634,Aggressive
41,22,19,1,1464.3651219512194,1.0,41,1464.3651219512194,Aggressive
35,16,19,2,3602.0128571428572,0.5333333333333333,35,3602.0128571428572,Aggressive
33,22,11,3,3157.4630303030303,0.5,33,3157.4630303030303,Aggressive
40,23,17,3,1730.557,0.4,40,1730.557,Aggressive
46,26,20,1,12291.864130434782,1.0,46,12291.864130434782,Aggressive
63,27,36,1,6175.657619047619,1.0,63,6175.657619047619,Aggressive
64,34,30,2,1187.83078125,0.6,64,1187.83078125,Aggressive
34,16,18,3,7312.764411764706,0.44166666666666665,34,7312.764411764706,Aggressive
34,18,16,1,2756.8914705882353,1.0,34,2756.8914705882353,Aggressive
38,19,19,3,2554.898157894737,0.38686131386861317,38,2554.898157894737,Aggressive
64,25,39,1,2316.141875,1.0,64,2316.141875,Aggressive
56,23,33,3,1229.36,0.4262295081967213,56,1229.36,Aggressive
30,18,12,1,5059.028666666667,1.0,30,5059.028666666667,Aggressive
57,28,29,1,2332.0540350877195,1.0,57,2332.0540350877195,Aggressive
54,29,25,3,4674.834259259259,0.4810126582278481,54,4674.834259259259,Aggressive
56,24,32,2,1592.098392857143,0.5588235294117647,56,1592.098392857143,Aggressive
52,27,25,3,2301.9326923076924,0.5348837209302325,52,2301.9326923076924,Aggressive
38,18,20,3,3737.52,0.48717948717948717,38,3737.52,Aggressive
45,26,19,2,1479.6304444444445,0.7375,45,1479.6304444444445,Aggressive
36,13,23,2,4478.793055555556,0.6506024096385542,36,4478.793055555556,Aggressive
55,30,25,1,462.81745454545455,1.0,55,462.81745454545455,Aggressive
36,21,15,1,1454.4486111111112,1.0,36,1454.4486111111112,Aggressive
40,23,17,1,791.6905,1.0,40,791.6905,Aggressive
32,14,18,2,927.865625,0.6438356164383562,32,927.865625,Aggressive
36,19,17,2,7666.191666666667,0.65,36,7666.191666666667,Aggressive
54,27,27,2,7155.406296296296,0.675,54,7155.406296296296,Aggressive
49,28,21,2,1138.2520408163266,0.5480769230769231,49,1138.2520408163266,Aggressive
39,18,21,2,4888.544358974359,0.6119402985074627,39,4888.544358974359,Aggressive
48,28,20,2,2159.572708333333,0.5476190476190477,48,2159.572708333333,Aggressive
38,23,15,3,3531.7873684210526,0.5346534653465347,38,3531.7873684210526,Aggressive
51,28,23,1,2640.4345098039216,1.0,51,2640.4345098039216,Aggressive
36,15,21,1,399.9347222222222,1.0,36,399.9347222222222,Aggressive
45,28,17,1,6367.660222222222,1.0,45,6367.660222222222,Aggressive
62,30,32,3,2333.597580645161,0.4016393442622951,62,2333.597580645161,Aggressive
56,25,31,1,6410.599821428571,1.0,56,6410.599821428571,Aggressive
43,19,24,3,5296.038372093023,0.4444444444444444,43,5296.038372093023,Aggressive
43,24,19,2,2447.1346511627908,0.5714285714285714,43,2447.1346511627908,Aggressive
36,21,15,2,1668.0013888888889,0.631578947368421,36,1668.0013888888889,Aggressive
59,25,34,3,6834.800338983051,0.43617021276595747,59,6834.800338983051,Aggressive
53,24,29,3,2589.631886792453,0.5576923076923077,53,2589.631886792453,Aggressive
36,13,23,2,1896.5941666666668,0.5490196078431373,36,1896.5941666666668,Aggressive
51,27,24,2,2418.274705882353,0.55,51,2418.274705882353,Aggressive
61,32,29,2,4577.113278688525,0.5673076923076923,61,4577.113278688525,Aggressive
53,27,26,2,1919.0479245283018,0.5686274509803921,53,1919.0479245283018,Aggressive
40,18,22,1,7784.453,1.0,40,7784.453,Aggressive
34,19,15,2,1872.475,0.6891891891891891,34,1872.475,Aggressive
60,27,33,1,460.5493333333333,1.0,60,460.5493333333333,Aggressive
51,31,20,2,3587.3629411764705,0.5102040816326531,51,3587.3629411764705,Aggressive
60,34,26,3,4319.341833333333,0.3783783783783784,60,4319.341833333333,Aggressive
53,20,33,1,508.0745283018868,1.0,53,508.0745283018868,Aggressive
65,32,33,2,4520.881076923077,0.5315315315315315,65,4520.881076923077,Aggressive
44,25,19,2,2297.546363636364,0.5569620253164557,44,2297.546363636364,Aggressive
54,31,23,2,7479.01074074074,0.6666666666666666,54,7479.01074074074,Aggressive
42,22,20,1,1505.377380952381,1.0,42,1505.377380952381,Aggressive
49,24,25,3,3820.191224489796,0.39603960396039606,49,3820.191224489796,Aggressive
38,16,22,3,5185.041052631579,0.38666666666666666,38,5185.041052631579,Aggressive
44,27,17,1,7923.9970454545455,1.0,44,7923.9970454545455,Aggressive
59,24,35,1,7371.6177966101695,1.0,59,7371.6177966101695,Aggressive
35,20,15,2,1818.3728571428571,0.6323529411764706,35,1818.3728571428571,Aggressive
46,24,22,2,8984.392173913044,0.5454545454545454,46,8984.392173913044,Aggressive
55,27,28,2,2430.1781818181817,0.6176470588235294,55,2430.1781818181817,Aggressive
54,32,22,3,3022.802037037037,0.4609375,54,3022.802037037037,Aggressive
40,19,21,3,1101.869,0.33707865168539325,40,1101.869,Aggressive
39,19,20,3,1618.3435897435897,0.3448275862068966,39,1618.3435897435897,Aggressive
43,21,22,2,1908.3413953488373,0.6666666666666666,43,1908.3413953488373,Aggressive
50,20,30,3,1512.0058,0.38686131386861317,50,1512.0058,Aggressive
40,14,26,2,1648.6065,0.5645161290322581,40,1648.6065,Aggressive
37,19,18,1,420.3827027027027,1.0,37,420.3827027027027,Aggressive
53,28,25,2,2465.6849056603774,0.5490196078431373,53,2465.6849056603774,Aggressive
54,24,30,1,451.8709259259259,1.0,54,451.8709259259259,Aggressive
44,21,23,3,2080.235,0.4409448818897638,44,2080.235,Aggressive
32,14,18,1,2411.5390625,1.0,32,2411.5390625,Aggressive
47,25,22,2,1934.6731914893617,0.6375,47,1934.6731914893617,Aggressive
45,21,24,2,2042.7217777777778,0.5287356321839081,45,2042.7217777777778,Aggressive
42,18,24,2,1986.5259523809523,0.5555555555555556,42,1986.5259523809523,Aggressive
42,17,25,2,1793.0428571428572,0.6190476190476191,42,1793.0428571428572,Aggressive
49,26,23,1,2346.6038775510206,1.0,49,2346.6038775510206,Aggressive
39,19,20,1,439.005641025641,1.0,39,439.005641025641,Aggressive
41,21,20,1,2297.940975609756,1.0,41,2297.940975609756,Aggressive
64,33,31,3,3483.34171875,0.4148148148148148,64,3483.34171875,Aggressive
55,32,23,1,1591.8705454545454,1.0,55,1591.8705454545454,Aggressive
54,26,28,2,5982.242592592593,0.5538461538461539,54,5982.242592592593,Aggressive
32,16,16,3,1441.6675,0.45038167938931295,32,1441.6675,Aggressive
39,18,21,1,2118.4041025641027,1.0,39,2118.4041025641027,Aggressive
41,25,16,1,11523.89243902439,1.0,41,11523.89243902439,Aggressive
39,16,23,1,2240.871282051282,1.0,39,2240.871282051282,Aggressive
58,32,26,2,3413.403103448276,0.5822784810126582,58,3413.403103448276,Aggressive
60,34,26,2,6521.730666666666,0.7272727272727273,60,6521.730666666666,Aggressive
53,28,25,3,1214.9084905660377,0.5357142857142857,53,1214.9084905660377,Aggressive
59,35,24,1,2399.0359322033896,1.0,59,2399.0359322033896,Aggressive
38,20,18,2,1374.2323684210526,0.6944444444444444,38,1374.2323684210526,Aggressive
59,32,27,1,2120.1859322033897,1.0,59,2120.1859322033897,Aggressive
60,26,34,2,2881.3071666666665,0.6031746031746031,60,2881.3071666666665,Aggressive
32,19,13,3,3992.836875,0.4166666666666667,32,3992.836875,Aggressive
33,17,16,3,3593.1112121212122,0.367816091954023,33,3593.1112121212122,Aggressive
36,21,15,2,5072.143888888889,0.5979381443298969,36,5072.143888888889,Aggressive
61,27,34,3,1554.4009836065575,0.47580645161290325,61,1554.4009836065575,Aggressive
32,19,13,1,7316.2196875,1.0,32,7316.2196875,Aggressive
44,21,23,2,4591.328181818182,0.6923076923076923,44,4591.328181818182,Aggressive
33,24,9,2,2476.7648484848487,0.5714285714285714,33,2476.7648484848487,Aggressive
46,22,24,3,1617.4017391304349,0.4112903225806452,46,1617.4017391304349,Aggressive
59,31,28,1,6095.358474576271,1.0,59,6095.358474576271,Aggressive
34,14,20,1,1834.0029411764706,1.0,34,1834.0029411764706,Aggressive
51,22,29,1,1502.7496078431373,1.0,51,1502.7496078431373,Aggressive
61,27,34,2,3346.3191803278687,0.5357142857142857,61,3346.3191803278687,Aggressive
30,13,17,1,4847.677,1.0,30,4847.677,Aggressive
52,26,26,1,6166.537692307692,1.0,52,6166.537692307692,Aggressive
53,25,28,3,3011.9501886792455,0.4158415841584158,53,3011.9501886792455,Aggressive
33,23,10,3,2158.1936363636364,0.5098039215686274,33,2158.1936363636364,Aggressive
55,24,31,1,6026.1210909090905,1.0,55,6026.1210909090905,Aggressive
39,16,23,3,5648.635128205128,0.3673469387755102,39,5648.635128205128,Aggressive
35,23,12,3,1285.6897142857142,0.4864864864864865,35,1285.6897142857142,Aggressive
31,22,9,1,7210.807419354839,1.0,31,7210.807419354839,Aggressive
33,18,15,3,4576.066363636363,0.5102040816326531,33,4576.066363636363,Aggressive
45,25,20,3,1700.854,0.43119266055045874,45,1700.854,Aggressive
60,30,30,3,7511.580833333333,0.4457831325301205,60,7511.580833333333,Aggressive
62,33,29,2,2731.014677419355,0.5825242718446602,62,2731.014677419355,Aggressive
30,9,21,1,10903.059,1.0,30,10903.059,Aggressive
44,20,24,1,5040.115909090909,1.0,44,5040.115909090909,Aggressive
53,27,26,2,2668.3750943396226,0.6794871794871795,53,2668.3750943396226,Aggressive
59,29,30,2,3589.312033898305,0.6195652173913043,59,3589.312033898305,Aggressive
48,26,22,2,2109.603125,0.6060606060606061,48,2109.603125,Aggressive
65,23,42,2,1894.3412307692308,0.5445544554455446,65,1894.3412307692308,Aggressive
40,20,20,3,7979.35075,0.3712121212121212,40,7979.35075,Aggressive
41,23,18,2,6142.120731707317,0.5,41,6142.120731707317,Aggressive
44,28,16,2,1498.6825,0.5652173913043478,44,1498.6825,Aggressive
60,25,35,2,3264.0081666666665,0.5178571428571429,60,3264.0081666666665,Aggressive
52,27,25,1,6985.141730769231,1.0,52,6985.141730769231,Aggressive
62,31,31,2,2337.2580645161293,0.6547619047619048,62,2337.2580645161293,Aggressive
37,22,15,1,6385.346216216216,1.0,37,6385.346216216216,Aggressive
41,23,18,1,1710.2175609756098,1.0,41,1710.2175609756098,Aggressive
57,26,31,3,3236.213333333333,0.375886524822695,57,3236.213333333333,Aggressive
32,17,15,1,6080.9325,1.0,32,6080.9325,Aggressive
32,16,16,1,1837.14125,1.0,32,1837.14125,Aggressive
60,34,26,2,595.2745,0.5102040816326531,60,595.2745,Aggressive
57,25,32,2,1906.7984210526315,0.6049382716049383,57,1906.7984210526315,Aggressive
50,27,23,1,2621.9546,1.0,50,2621.9546,Aggressive
49,29,20,3,6803.821632653061,0.40714285714285714,49,6803.821632653061,Aggressive
45,24,21,2,4213.838,0.5462962962962963,45,4213.838,Aggressive
39,21,18,3,2469.53,0.5084745762711864,39,2469.53,Aggressive
